DIAGNOSIS,count
MULTIPLE VESSEL CORONARY ARTERY DISEASE,1
 ANALOMOUS PULMANARY VEIN\ REPAIR ANALOMOUS ; PULMONARY VEIN/SDA,1
LEFT RETROPERITONEAL SARCOMA/SDA,1
CRITICAL CAROTID STENOSIS\CAROTID ARTERY ANGIOGRAM,1
PLEURAL EFFUSION;NONSUSTAINED VENTRICULAR TACHYCARDIA,1
CAD FOR CABG/SDA,1
HYPERGLYCEMIA;NAUSEA;VOMITING,1
TYLENOL HEPATOTOXICITY,1
DEHYDRATION; RENAL FAILURE,1
"AORTIC INSUFFICIENCY\RE-DO STERNOTOMY, CORONARY ARTERY BYPASS GRAFT WITH AVR /SDA",1
+ ETT\LEFT HEART CATHETERIZATION,1
PULMONARY EMBOLIS;ENDOCARDITIS,1
BILE DUCT CANCER;SPHINCTEROTOMY,1
MVA;CLOSED HEAD INJURY,1
GASTROINTESTINAL BLEED/THROMBOCYTOPENIA,1
HYPOGLYCEMIA;HYPOKALEMIA;PNEUMONIA,1
PNEUMONIA/ SEPSIS,1
ANEMIA;HYPERKALEMIA,1
CIRRHOSIS;TYLENOL TOXICITY,1
EMPHYSEMA;ASPERGILLOSIS,1
NON-ST ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATHETERIZATION,1
HEPATITIS C;HEPATO-RENAL FAILURE;ETOH WITHDRAWAL,1
CARCOMA ILIUM LEFT HIP/SDA,1
AORTIC INSUFFICENCY\AORTIC VALVE REPLACEMENT REDO /SDA,1
"R/O MI, L. HIP FRACTURE",1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; ?MVR/SDA,1
PANCREATITIS;ALCOHOL,1
NON Q WAVE MYOCARDIAL INFACTION\CARDIAC CATH,1
CLOSED HEAD INJURY-S/P FALL,1
HEPATITIS-C;PRE-OP LIVER,1
"URINARY TRACT INFECTION,DIABETIC KETOACIDOSIS",1
PNEUMONIA-COPD-CONGESTIVE HEART FAILURE,1
AFLUTTER;NEW MASS,1
CHRONIC OBSTRUCTIVEPULMONARY DISEASE;PLEURAL EFFUSION,1
CONGESTIVE HEART FAILURE;ASTHMA EXACERBATION,1
RESPIRATORY FAILURE;CENTRAL AIRWAY OBSTRUCTION,1
J-TUBE FAILURE,1
COLITIS-URINARY TRACT INFECTION,1
"CIRRHOSIS, BLEEDING ULCER",1
HYPONATREMIA;BRAIN MASS,1
S/P BICYCLE/CAR CRASH,1
ANGIOEDEMA;S/P FALL,1
GALL STONE;EXPLORATORY LAPAROSTOMY;CHOLECYSTECTOMY;WEDGE LIVER BIOPSY,1
UROSEPSIS;TROP LEAK,1
CHEST PAIN/AORTIC STENOSIS,1
PANCREATIC TUMOR,1
"ACUTE CHOLEYSTITIS,LLL PNEUMONIA,URINARY TRACT INFECTION",1
MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT; TRICUSPID VALVE REPLACEMENT; ? CORONARY ARTERY BYPASS GRAFT /SDA,1
FULMINANT HEPATITIS,1
PANCYTOPENIA;PLEURAL EFFUSION,1
URETERAL THROMBUS,1
PERIAPPENDICEAL ABSCESS,1
ASPIRATION PNEUMONIA;ALTERED MENTAL STATUS;ARF AND MYOCARDIAL ISCHEMIA,1
RESPIRATORY DISTRESS;PNEUMONIA,1
HYPERBILIRUBINEMIA;PHOTOTHERAPY,1
INFECTED ABDOMINAL WALL;HERNIA,1
POST CATH,1
"FEVER, MALAISE",1
CHEST PAIN;+MI\CATH,1
DOG BITES,1
LONGITUDINAL DEFICIENT RADIUS LEFT/SDA,1
INFECTION S/P HERNIA REPAIR,1
SHORTNESS OF BREATH;TRACHEAL STENT,1
FAILURE TO THRIVE;LIVER FAILURE\NG TUBE PLACEMENT,1
BACK INJURY,1
DYSRYTHMIA,1
ABDOMINAL PAIN;PERFORATION,1
ACUTE RENAL FAILURE:? LINE INFECTION,1
CEREBELLAR STROKE,1
"MITRAL VALVE REGURGITATION\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",1
ORBITAL FLOOR FRACTURE LEFT/SDA,1
RESPIRATORY FAILURE;PANCREATITIS,1
CRITICAL AORTIC STENOSIS\CATH,1
MALUNION FRACTURE RIGHT WRIST/SDA,1
WOUND TO RLE,1
S/P MOTOR VEHICLE ACCIDENT;MULTISYSTEM TRAUMA,1
"S/P FALL,RT FEMUR FRACTURE",1
INFERIOR MI\CARDIAC CATH,1
OPIATE TOXICITY,1
PACEMAKER REVISION,1
LESION OF THE KIDNEY/SDA,1
PARTIAL THUMB AMPUTATION,1
LEFT INTERNAL JUGULAR VEIN THROMBOSIS;LEFT ARM EDEMA,1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT ? CORONARY ARTERY BYPASS GRAFT,1
RENAL STENOSIS\RENAL AND ILIAC ANGIOGRAM W/STENT PLACEMENT,1
MELANA/HTN/MIGRAINE,1
ABDOMINAL BLEEDING,1
SEVERE PULMONARY HYPERTENSION; HYPOXIA,1
PERICARDIAL EFFUSION;TELEMETRY,1
MITRAL VALVE DISORDER\? CORONARY ARTERY BYPASS GRAFT;  MVR /SDA,1
SAH',1
R/O BILIARY OBSTRUCTION,1
GASTROINTESTINAL BLEED;HYPERKALEMIA,1
TYPE B AORTIC DISSECTION\ RESECTION THORACIC ANEUYSM VIA LEFT THORACOTOMY/SDA,1
CARCINOMA NECK/SDA,1
SHORTNESS OF BREATH; CONTUSION,1
CEREBELLA HEMORRHAGE,1
EPIDERMOID/SDA,1
QUESTIONABLE PRE-SEPSIS;LINE INFECTION;FEVER,1
HYPONATREMIC;NEUTROPENIC,1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT;POSSIBLE MITRAL VALVE REPLACEMENT /SDA,1
"THORACIC AORTIC ANEURYSM\BENTAL PROCEDURE; CORONARY ARTERY BYPASS GRAFT, REPLACEMENT OF HEMI-ARCH /SDA",1
RASH; ? SYPHILLIS,1
CHEST STAB WOUND,1
ACUTE ANT MI,1
CCB OVERDOSE,1
ABDOMINAL PAIN;ABDOMINAL MASS,1
CARDIOMYOPATHY\CARDIAC CATH,1
ETOH WITHDRAWL;SEIZURES,1
UC FLARE,1
BILATERAL LOWER EXTREMITY GANGRENE,1
CARDIOPULMONARY ARREST,1
AORTIC VALVE INSUFFICIENCY\AORTIC VALVE REPLACEMENT W/ ASCENDING AORTA REPLACEMENT & CIRCULATORY ARREST /SDA,1
ATRIAL FIBRILLATION;CHRONIC OBST PULM DISEASE,1
CANCER OF KIDNEY/SDA,1
LOW BLOOD PRESSURE,1
MITRAL VALVE INSUFFICIENCY\MVR STANDARD - KHABBAZ K  /SDA,1
PROSTATE CANCER; ? CORD COMPRESSION,1
RESPIRATORY FAILURE;COMPLETE HEART BLOCK;TELEMETRY,1
R/O AAA,1
LT FINGER AMPUTATION,1
CONGESTIVE HEART FAILURE\LASER LEAD EXTRACTION; BIVENTRICULAR LEAD PLACEMENT VIA LEFT THORACOTOMY; SINGLE LUNG VENTILATION (LEAVE LEFT ARM FREE) /SDA,1
WOUND ULCER,1
LEFT LEG ULCER,1
RESPIRATORY ARREST;S/P ERCP,1
OSTEOMYELITIS T12-L1,1
ETOH CIRRHOSIS\ TIPS/SDA,1
ASTHMA;TROP LEAK,1
DEHYDRATION;NAUSEA;VOMITING;MENTAL STATUS CHANGES,1
"AORTIC VALVE INSUFFICIENCY\AORTIC VALVE REPLACEMENT, ? MINI STERNOTOMY /SDA",1
CHANGE IN MENTAL STATUS;SEIZURES,1
SHORTNESS OF BREATH;RULE-OUT MYOCARDIAL INFRACTION,1
PNEUMONIA R/O MI,1
"3RD, 4TH, 5TH FINGER PARTIAL AMPUATION RIGHT HAND",1
CEREBELLAR TUMOR,1
"BLEEDING,S/P TOTAL HIP REPLACEMENT",1
EPIGLOTTITIS;PERITONSILAR CELLULITIS,1
FIBROTHORAX/SDA,1
"CHF,CARDIOMYOPATHY",1
"DIABETIC KETO ACIDOSIS,SEIZURES",1
BILARY STONES W/ RECURRENT CHOLECYSTITIS/SDA\BILIARY STONE REMOVAL **REMOTE WEST-INR** ,1
"BREAST MASS, HYPOXIA",1
TRICYCLIC &  BENZOS OVERDOSE,1
RIB FRACTURES;PNEMOTHORAX,1
ACUTE RENAL FAILURE-CHF EXACERBATION,1
URINARY TRACT INFECTION;PYELONEOHRITIS,1
GASTROINTESTINAL BLEED-ACUTE RENAL FAILURE,1
MITRAL INSUFFICIENCY\MITRAL VALVE REPLACEMENT REDO ,1
CHOLEDOCHOLITHIASIS; GASTRIC ADENOCARCINOMA/SDA,1
HYPERKALEMIA-GI BLEED,1
CATATONIA,1
STEMI;CARDIAC CATH,1
LEFT HAND 1ST DIGIT DEQUERVAIN'S SYNDROME & TENOSYNOVITIS,1
BRONCHIAL ASTHMA,1
CAROTID STENOSIS\CAROTID ANGIOGRAPHY,1
CHOLYDOCHOLITHIASIS,1
HIP FRACTURE;TROPONIN LEAK,1
GASTROINTESTINAL BLEED;HYPOTENSION,1
"FEVER, NEUTROPENIA",1
NECK CELLULITIS,1
LEFT ANKLE FRACTURE;INFECTION,1
WARFARIN TOXICITY,1
BLEEDING BRAIN MASS,1
SUBGLOTTIC TRACHEAL STENOSIS,1
DYSPNEA;EKG CHANGE;ELEVATED TROP,1
RIGHT FOOT CHARCOT/SDA,1
SUBDURAL HEMORRHAGE-DENS FRACTURE,1
RECURRENT ATRIAL TACHYCARDIA\LEFT ATRIAL TACHYCARDIAC ABLATION/SDA,1
DESENTITATION,1
RULE OUT BRAIN TUMOR/SDA,1
HYPOTENSION;PULMONARY EMBOLIS,1
RIGHT TEMPORAL ICH;ASPIRATION PNEUMONIA,1
HONK,1
"LYME CARDITIS,CONGESTIVE HEART FAILURE",1
RHABDOMYOLOSIS;ETOH INTOXICATION,1
SPLENIC BLEED,1
VOMITING; UNABLE TO TOLERATE PO,1
RENAL CELL CANCER; FAILURE TO THRIVE,1
SEPSIS;HYPOTENSION;HYPOXIC;OVARIAN CA,1
BREAST CANCER;FEVER;HYPOTENSION,1
AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT?;  AVR /SDA,1
HEMOPTYSIS\BRONCHOSCOPY RIGID; W. ARGON PLASMA COAGULATION,1
CAROTID STENOSIS;S/P CVA\CAROTID ANGIOGRAM,1
"CAD,CRF\CORONARY ARTERY BYPASS GRAFT; WITH MVR",1
SECOND DEGREE BLOCK;? STROKE,1
POLYNEUROPATHY;FEVER,1
PANCREATITIS;FEVER,1
"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR, ? MVR/SDA",1
"SOB,BILATERALPUL, SVC TUMOR",1
URINARY TRACT INFECTION;LABILE BLOOD SUGAR;SEPSI,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;REDO STERNOTOMY/SDA,1
HYPOTENNSION;ATN,1
SHORTNESS OF BREATH;?R/O TB,1
"FEVER,ORIGIN UNKNOWN;HYPOTENSION",1
CERVICAL LYMPHADENOPATHY,1
02-ADU,1
PERCARDITIS\ PERICARDECTOMY/SDA,1
PLEURITIC CHEST PAIN,1
LEG WEAKNESS;URINARY TRACT INFECTION,1
ANEMIA;? GI BLEEDING,1
HYPOTENSION;SINUS TACHYCARDIA,1
"ABD PAIN,EKG CHANGES,TELEMETRY",1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR; ? OF ASCENDING AORTA/SDA,1
COPD FLARE-HYPOTENSION,1
BRADYCARDIA;LOW BLOOD PRESSURE,1
COMPLETE HEART BLOCK;SYNCOPE,1
"LUPUS FLARE, HYPERGLYCEMIA",1
LEFT RIB FRACTURES,1
OVERDOSE/HYPOXIA,1
CLOSED REDUCTION OF SHOULDER,1
HEPATIC ENCEPHALOPATHY-NSTEMI,1
"GANGRENE,BILATERAL FEET",1
5-7\CORONARY ARTERY BYPASS GRAFT /SDA,1
"ARF, UROSEPSIS",1
HYPERGLYCEMIA;HEADACHE;? SEIZURE,1
DEEP VEIN THROMBOSIS;POST OP INFECTION,1
BILE DUCT OBSTRUCTION\ERCP ,1
MITRAL REGURGITATION\ MITRAL VALVE REPLACEMENT REDO VIA RIGHT THORACOTOMY,1
CHEST PAIN;HYPERTENSIVE EMERGENCY,1
CONGESTIVE HEART FAILURE;PNEUMONIA;HYPERTENSION,1
EXCESS SKIN OF ABDOMINAL WALL/SDA,1
DIALATED AORTIC ROOT\BENTALL PROCEDURE/SDA,1
VERNTICULAR TACHYCARDIA,1
HEAD MAS,1
LEG CELLILITIS,1
CHEST PAIN/ ABNORMAL STRESS TEST,1
"MYOCARDIAL INFARCTION,PULMONARY EDEMA",1
UNSTABLE ANGINA;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,1
PNEUMONIA;TACHYCARDIA;TELEMETRY,1
CLOTTED IV FISTULA,1
ATRIAL SEPTAL DEFECT\REPAIR ATRIAL SEPTAL DEFECT; TRICUSPID VALVE REPLACEMENT; RECONSTRUCTION OF ANOMATOUS PULMONARY VEIN/SDA,1
"DIABETIC ULCER, LEFT FOOT/SDA",1
"APLASTIC ANEMIA, PNH",1
CERVICAL SPINAL FX,1
DIVERTING COLOSTOMY/SDA,1
ANASARCA;CONGESTIVE HEART FAILURE,1
S T ELEVATION MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,1
LOWER GI BLEED/SDA,1
ACUTE MYOCARDIAL INFARCTION; AT. FIB,1
AAA\ RESECTION AORTIC ASCENDING ANEURYSM/SDA,1
"TACHY, DEHYDRATION",1
ATRIAL APPENDAGE\BILATERAL MINI THORACOTOMY;PULMONARY VEIN ISOLATION VIA ATRICARE BIPOLAR DEVICE;RESECTION OF ATRIAL APPENAGE/SDA,1
MIRRIZI SYNDROME/SDA,1
LEFT FRONTAL SUBDURAL,1
BREAST CA;NEUTROPENIA,1
AR\AORTIC VALVE REPLACEMENT; LIMITED ACCESS/SDA,1
PERIPJERAL VASCULAR DISEASE,1
WEAKNESS;R/O MENINGITIS;,1
FINGER CELLULITIS,1
OSTEOMYLITIS AND CELLULITIS OF LEFT FOOT,1
PENILE LACERATION-CELLULITIS,1
"DKA, DEHYDRATION, HEMATORIA",1
ACUTE MYELOGENOUS LEUKEMIA;DEEP VEIN THROMBOSIS,1
"CELLULITIS, GANGRENE, LEFT LEG",1
DECREASE TEMPERATURE;HYPERBILIRUBINEMIA,1
SYNCOPE;TELEMETRY;S/P FALL,1
PANCREATIC TRANSPLANT,1
CORONARY ARTERY DISEASE; PULMONARY HYPERTENSION; CHRONIC LIVER FAILURE; CHRONIC RENAL FAILURE\RIGHT AND LEFT HEART CATHETERIZATION,1
BILATERAL PLEURAL EFFUSIONS;PNEUMONIA,1
ANGINA;CORONARY ARTERY DISEASE;S/P CABG\CATH,1
 CAD\CORONARY ARTERY BYPASS GRAFT/SDA,1
RESPIRATORY COMPROMISE,1
"FALL,SUBDURAL HEMATOMA",1
WEAKNESS-RENAL FAILURE,1
MITRAL VALVE INSUFFICIENCY\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,1
UNSTABLE ANGINA\LFT HEART CATH,1
CAD & ATRIAL MYXOMA\CORONARY ARTERY BYPASS GRAFT;MYXOMA EXCISION /SDA,1
THROAT PAIN,1
PELVIC ORGAN PROLAPSE; STRESS URINARY INCONTINENCE/SDA,1
HYPOGLYCEMIA-RESPIRATORY DISTRESS,1
MI\L HEART CATH,1
GASTROINTESTINAL BLEED;RULE-OUT MYOCARDIAL INFARCTION,1
COMPLETE HEART BLOCK; SYNCOPE\PACEMAKER IMPLANT,1
AORTIC STENOSIS;CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT;MITRAL VALVE REPLACEMENT,1
"PNEUMONIA,FEVER,S/P TRANSPLANT",1
CHEST PAIN;CARDIAC ISCHEMIA\CARDIAC CATH,1
S/P MI; UNSTABLE ANGINA,1
CORONARY ARTERY DISEASE; VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION,1
POLYMORPHIC VENTRICULAR TACHYCARDIA\CARDIAC CATH,1
CIRRHOSIS\REDO-TIPS  ** REMOTE WEST **/SDA,1
HEART FAILURE; HYPERTROPHIC OBSTRUCTIVE CARDIOMYOPATHY,1
SEPTIC LEFT TOTAL HIP REPLACEMENT/SDA,1
HYPERCALCEMIA;ALTERED MENTAL STATUS,1
COLITIS;SEPSIS,1
STROKE;TELEMETRY; ICH,1
ESOPHAGEL CANCER/SDA,1
CHEST PAIN; CORONARY DISEASE; HYPERTENSION\LEFT HEART CATHETERIZATION,1
S/P BILATERAL CRANIOTOMY,1
LYMPHOMA;HYPOXIA,1
LYMPHOMA;CHEMO,1
"S/P FALL,HIP FRACTURE",1
"FX HIP,R",1
MYOCARDIAL INFARCTION;HEART ATTACK;TELEMETRY,1
LUMBAR DISC HERNIATION,1
CORONARY ARTERY DISEASE;CHEST PAIN\CARDIAC CATHETERIZATION,1
R. FACIAL SWELLING/ R. MANDIBULAR REPAIR,1
ESOPHAGIO CA/SDA,1
BRADYCARDIA SHOCK,1
"MITRAL VALVE DISORDER\MITRAL VALVE REPAIR, ? MITRAL VALVE REPLACEMENT /SDA",1
ANTERIOR FLOOR OF MOUTH CA/SDA,1
CEREBELUM STROKE,1
LUNG CANCER;TELEMETRY,1
INTERMEDIATE CARE,1
AXILLARY EXPLORATION,1
CAROTID STENOSIS\ CAROTID ANGIOGRAM W/ STENT PLACEMENT AND INTERCRANIAL STENT PLACEMENT ; RIGHT/SDA,1
DIARRHEA;C-DIFF;TELEMETRY,1
"CORONARY ARTERY DISEASE,NON ST ELEVATION MI,SICK SINUS SYNDROME\LEFT ANTEN DESCENDING STENT ",1
TOXICITY,1
SIG VOLVULUS,1
CHF/HYPONATREMIA,1
"DKA, CHEST PAIN, SI",1
FACIAL SKIN LAXITY/SDA,1
ANGINA\CORONARY ARTERY BYPASS GRAFT /SDA,1
DEHISENCE OF WOUND,1
UPPER GASTROINTESTINAL BLEED;SEPSIS,1
MR\MITRAL VALVE REPLACEMENT; ?CABG/SDA,1
"TRACHEAL STENOSIS, SOB\BRONCHOSCOPY RIGID",1
ETOH CIRRHOSIS;TELEMETRY,1
ABDOMINAL WALL HERNIAS/SDA,1
CA BLADDER/SDA,1
ACUTE RENAL FAILURE;PULMONARY EDEMA;TELEMETRY,1
AORTIC STENOSIS\AVR & ? CORONARY ARTERY BYPASS GRAFT ,1
CHEST PAIN;SOB,1
PULMONARY HYPERTENSION/SDA,1
DEHYDRATION;DIARRHEA;LOWER EXTREMITY WEAKNESS;ANEMIA,1
GASTROINTESINAL BLEED,1
ELEVATED TEMP;S/P LIVER TRANSPLANT,1
PSYCHOGENIC LARYNGOSPASM,1
BILATERAL ANKLE FRACTURE,1
28 WEEKS PREGNANT;RESPIRATORY FAILURE,1
"RECTAL, VAGINAL FISTULA/SDA",1
RIGHT HEART CATH;HYPERTHROPIC CARDIOMYOPATHY;RENAL INSUFFICIENCY\RIGHT HEART CATHETERIZATION,1
CEREBRAL VASCULAR ACCIDENT VS TRANSIENT ISCHEMIC ATTACK,1
"SEPSIS,URINARY TRACT INFECTION",1
AFIB;CONGESTIVE HEART FAILURE,1
DEHYDRATION;HYPOKALEMIA;HYPONATREMIA;ARF;EKG CHANGES,1
"SOB, FEVER",1
BLAST CELL CRISIS;HYPERKALEMIA,1
CORONARY ARTERY DISEASE;MYOCARDIAL INFARCTION;RENAL FAILURE,1
CHEST PAIN; PEROCARDIAL EFFUSION,1
EMPHYSEMATOUS PYELITIS,1
ENCEPHALOPATHY;LIVER FAILURE,1
GASTROPARESIS;ACUTE ON CHRONIC RF,1
FLACID PARALYSIS,1
SMALL SUBDURAL,1
LUNG TUMOR LEFT/SDA,1
S/P LIVER TRANSPLANT QUESTION REJECTION,1
ACUTE LEAUKEMIA,1
NEW MASS,1
"ACUTE SUBDURAL HE,ATOMA",1
FEVER TRACH,1
CARDIAC ARRHYTMIA,1
ASPIRATION PNEUMONIA;CHRONIC OBST PULM DISEASE,1
ARTHYMIA;TELEMETRY,1
CONGESTIVE HEART FAILURE \ELECTROPHYSIOLOGY STUDY,1
ACIDEMIA,1
GUNSHOT TO CHEST,1
SQUAMOUS CELL CARCINOMA RIGHT SIDE OF NECK/SDA,1
ATRIAL SEPTAL DEFECT\REPAIR ATRIAL-SEPTAL DEFECT; ?MINIMALLY INVASIVE/SDA,1
CORONARY SRTERY DISEASE/SDA,1
"SIGMOID DIVERTICULITIS, COLOVESTICAL FISTULA/SDA",1
R/O DEHYDRATION,1
BRADYCARDIA;HYPOTENSION;SEPSIS,1
HIP FRACTURE;WRIST FRACTURE,1
"""TRACHEAL BRONCHIAL MALACIA\ BRONCHOSCOPY W/""""Y"""" STENT PLACEMENT""",1
SUPERIOR MESENTERIC ARTERY STENOSIS,1
RIGHT RENAL STONE DISEASE,1
STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES;DROWNING,1
CELLULITIS; ? SEPSIS,1
G-TUBE FELL OUT,1
CORONARY ARTERY DISEASE\LEFT ANTERIOR DESCENDING ARTERY ANGIOPLASTY WITH STENT,1
PNEUMONIA;RAF,1
ACUTE RESPIRATORY FAILURE/AMR,1
PNEUMONIA-ANEMIA,1
LEFT LUNG TUMOR/SDA,1
PANCREACYSTIC MASS/SDA,1
ARF RETROPERITONEAL BLEED,1
SOB ? PE,1
TRACHEOBRONCHEO MALACEA/SDA,1
CORONARY ARTERY DISEASE;CARDIOGENIC SHOCK\LEFT ANTERIOR DESCENDING ARTERY; ANGIOPLASTY/STENT,1
JAW ABSCESS,1
RT SIDED SUB ARACHNOID HEMORRHAGE,1
"SYNOVIAL SARCOMA, RIGHT WRIST/SDA",1
ACUTE CORONARY SYNDROME\AORTIC VALVE REPLACEMENT/SDA,1
COFFEE GROUND EMESIS,1
CRITICAL AORTICSTENOSIS; GI BLEED,1
MULTIFOCAL ATRIAL TACHYCARDIA,1
ENDOMETRITIS; ACUTE RESPIRATORY DISTRESS SYNDROME,1
"MULTIPLE TRAUMA, SDH",1
TYPE 1 DISECTION,1
PLEURAL EFFUSION;HYPOTENSION,1
CEREBRAL VASCULAR ACCIDENT VS SEIZURE,1
PERICARDIAL HEMATOMA,1
CHEST PAIN;AORTIC STENOSIS;SHORTNESS OF BREATH,1
LEFT ADRENAL MASS/SDA,1
RT LEG ARTERIAL OCCLUSION,1
PNEUMONIA;PACE MAKER REPLACEMENT,1
LEG REPAIR S/P MVA,1
HYPOXIA;PULMONARY EMNBOLUS,1
L2 COMPRESSION FRACTURE/SDA,1
POSITIVE BLOOD CULTURE;BACTEREMIA,1
AORTIC STENOSIS MITRAL REGURGITATION,1
AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT; WITH AVR/SDA,1
PNEUMONIA;CELLULITIS,1
"SDH;PNEUMONCEPHAMUS,BLUNT HEAD INJURY",1
ISCHEMIC RT FOOT,1
LOWER GASTROINTESTINAL BLEED;LUNG CANCER,1
TREUMA,1
COPD/RENAL FAILURE,1
WEAKNESS;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,1
MITRAL VALVE REGURGETATION\MITRAL VALVE REPLACEMENT; WITH MAZE PROCEDURE/SDA,1
HYPONATREMIA;SHORTNESS OF BREATH,1
CARDIAC SCHEMIA;ABNORMAL ELETROCARDIOGRAM\LEFT HEART CATH,1
OBSTRUCTED KIDNEY STONE,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; RADIAL ARTERY LEFT/SDA,1
"RRETROPERTONAL HEMATOMA,FEVER",1
BILAT FEMUR FRACTURES,1
RULE OUT AORTIC ROOT ABSCESS,1
DIABETIC KETOACIDOSIS;VOMITING,1
ACUTE RENAL FAILURE;R/O MI;HYPERKALEMIA,1
HYPOXIA-RESPIRATORY FAILURE,1
ILEUS;GASTROENTERITIS,1
INCREASING LEG WEAKNESS,1
GASTROINTESTINAL BLEED;VALVE DISEASE,1
"AF\THORACOSCOPIC MAZE PROCEDURE LEFT, PULMONARY VEIN ISOLATION, RESECTION LEFT ATRIAL APPENDAGE",1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; ? CORONARY ARTERY BYPASS GRAFT; ? MAZE,1
"UNSTABLE ANGINA,CORONARY ARTERY DISEASE",1
HYPERTENSION-ACUTE RENAL FAILURE,1
S/P MI;CHEST PAIN;AORTIC STENOSIS\? CATH,1
RIGHT LUNG MASS;HEMOPTYSIS,1
FEVER;R/O ENDOCARDITIS,1
RT LOWER EXTREMITY CELLULITIS;MYOCARDIAL INFARCTION,1
S/P FALL;BLEEDING;HYPOTENSION,1
PNA/RF,1
INTTRACRANIAL HEMORRHAGE,1
ABDOMINAL PAIN;ATRIAL FIBRILLATION;CONGESTIVE HEART FAILURE,1
URINARY INCONTINENCE/SDA,1
ASCITES;RULE OUT SPONTANEOUS BACTERIAL PERITONITIS,1
PROGRESSIVE PARAPLEGIA,1
PNEUMONIA;URINARY TRACT INFECTION;AKI,1
INFECTED LEAD\RIGHT SIDED PACEMAKER LEAD EXTRACTION; REIMPLANTATION,1
CAROTID STENOSIS;RENAL INSUFFICIENCY\RIGHT CAROTID ANGIOGRAM,1
SUICIDAL IDEATION;PSYCH EVAL,1
SHUNT MALFUNCTION,1
CARDIAC STENOSIS\MITRAL VALVE REPLACEMENT; HEART PORT MINIMALLY INVASIVE/SDA,1
DIABETIC KETOACIDOSIS;MENTAL STATUS CHANGES,1
LOWER LIP CANCER/SDA,1
PANCREATITIS;SEPSIS;TELEMETRY,1
RPA;SUPRAGLOTITIS,1
RIGHT CEREBELLAR LESION/SDA,1
SEIZURE VS STROKE,1
RAPID ATRIAL FIBRILLATION;PULMONARY EDEMA,1
MULTIPLE MYELOMA\BONE MARROW TRANSPLANT ,1
FEVER;CELLULITIS,1
THORACOABDOMINAL ANEURYSM,1
POSTERIOR COMMUNICATING ARTERY ANEURYSM/SDA,1
VOLUME DEPLETION ,1
? AORTIC DISSECTION,1
BENTEL PROCEDURE,1
CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT; ?MVR/SDA,1
FIBROIDS & MENORRHAGIA/SDA,1
"NAUSEA,VOMITING,CHOLECYSTITIS",1
ATRIAL FIBRILLATION\AORTIC VALVE REPLACEMENT ? CORONARY ARTERY BYPASS GRAFT /SDA,1
S/P TRACHEA,1
GASTROINTESTINAL BLEEDING;EVOLVING MYOCARDIAL INFARCTION,1
"MS CHANGE,SHOCK",1
LIVER FAILURE;TELEMETRY,1
LEFT ATRIAL TUMOR,1
? INFECTED AORTA GRAFT,1
HYPOTHERMIA-HYPOTENSION,1
COLECTOMY LEAK,1
RIGHT SIDE FRONTAL BRAIN LESION/SDA,1
ATHERSCLEROSIS W/ ULCER/SDA,1
INFECTED RIGHT FOOT;IV ANTIBIOTIC,1
RULE-OUT MYOCARDIAL INFARCTION;S/P PACER,1
COLANGITIS,1
RIGHTBRONCHUS MASS,1
"GLIOBLASTOMA, S/P FALL",1
PLEURAL EFFUSION;SEPSIS,1
ACUTE PARATITIS,1
RESPIRATORY SYSTEM DISEASE,1
CHAST PAIN\CATH,1
AORTIC VALVE DISEASE;CHF,1
PERIPHERAL VASCULAR DISEASE;RENAL INSUFFICIENCY\LEG ANGIOGRAM;AA RUNOFF,1
CHRONIC OBSTRUCTIVE PULMONARY DISEASE;CHOLANGITIS,1
AORTIC STENOSIS\AORTIC VALVE / ASCENDING AORTA REPLACEMENT; REDO STERNOTOMY/SDA,1
INTRAPERENCHYMAL BLEED,1
AORTIC VALVE STENOSIS\AORTIC AND MITRAL VALVE REPLACEMENT ,1
"HYPERKALEMIA, ACUTE RENAL FAILURE",1
PSEUDO ANEURYSM/SDA,1
END STAGE RENAL DISEASE;FAILED AV GRAFT;SEPSIS,1
