diagnosis,category
S/P FALL 10 FEET;RIB FRACTURES,trauma_injury
HYPOTHERMIA/SEIZURE,neurological
RESOLVED UPPER GI BLEED,gastrointestinal
NON KETOTIC DIABETIC HYPERGLYCEMIA,endocrine_metabolic
SPINE INJURY;TELEMETRY,trauma_injury
"BENIGN NEOPLASM, HEART\PULMONARY VALVE REPAIR, ? REPLACEMENT /SDA",cardiovascular
LOW PLATLETS;GASTROINTESTINAL BLEED,hematologic
R/O SEIZURE VS STROKE,neurological
ISCHEMIC ULCER LEFT ANKLE W/EXPOSED ACHILLES TENDON/SDA,musculoskeletal
RENAL FAILURE;CONGESTIVE HEART FAILURE;EKG CHANGES,renal
SIGMOID VULVULOS,gastrointestinal
ENCEPHALOCELE/SDA,neurological
COLLOID CYST RIGHT/SDA,neurological
NECTROTIZING FASCIITIS,infectious
ACUTE INTOXICATION,toxicology_poisoning
CHOALNGITIS;R/O ESOPHAGEAL RUPTURE,hepatobiliary
"MITRAL VALVE INSUFFICENCY\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",cardiovascular
IV HEPARIN\ PATENT FORAMEN OVALE,cardiovascular
S/P FALL; FACE TRAUMA,trauma_injury
CORONARY ARTERY DISEASE\ BENTAL PROCEDURE WITH HEMOGRAFT/SDA,cardiovascular
ACUTE MYOCARDIAL INFARCTION;COLON CANCER,cardiovascular
PULMONARY INFILTRATE,respiratory
RIGHT SIDED TRIGEMINAL NEURALGIA/SDA,neurological
FAILED LEFT HIP HEMI-ARTHROPLASTY/SDA,musculoskeletal
AIR IN PLEURAL SPACE,respiratory
PORTAL HTN,hepatobiliary
POLY SUBSTANCE INTOXICA,toxicology_poisoning
"ABDOMINAL PAIN,FEVER",symptoms_unspecified
"CYCLIST STRUCK, SEIZURE",neurological
AORTIC STENOSIS\AORTIC AND MITRAL VALVE REPLACEMENT  ASCENDING AORTA REPLACEMENT/SDA,cardiovascular
PLEURAL CUT FISTULA PE,respiratory
CHRONIC OBST PULM DISEASE;PNEUMONIA;METHICILLIN RESISTANT STAPH AUREUS;VANCOMYCIN RESISTANT ENTEROCOCCUS,infectious
MULTIPLE FRACTURE;S/P PEDESTRIAN V. CAR,trauma_injury
URIMARY TRACT INFECTION;PYELONEPHRITIS,genitourinary
HYPOTENSION; HYPOGLYCEMIA,endocrine_metabolic
ELEVATED CREATININE,renal
HYPOKALEMIA;TELEMETRY,endocrine_metabolic
GLIOBLASTOMA;DYSPNEA,oncology
VERTEBRAL BASILAR STENOSIS,neurological
LUNG TUMOR,oncology
ST ELEVATED MYOCARDIAL INFARCTION;S/P VF ARREST,cardiovascular
PYRAMETHAMINE DESENSITIZATION,other
AORTIC ROOT DISSECTION,cardiovascular
RAPID ATRIAL FIBRILLATION;AORTIC ANEURYSM;ANEMIA,cardiovascular
"URINARY TRACT INFECTION,ALTERED MENTAL STATUS,NON STE MI",genitourinary
BILATERAL ANKLE FX; LACERATED PERINEUM,trauma_injury
OD/HYPOVOLEMIA,toxicology_poisoning
RENAL CELL CA,oncology
CJR EXACERBATION & HIP DISLOCATION,musculoskeletal
ANTERIOR MYOCARDIAL INFARCTION\CARDIAC CATH,cardiovascular
TONSILLAR HYPERTROPHY;HEMOPTYSIS,respiratory
"UROSEPSIS,FEVER",genitourinary
PNEUMOPERITONEM,gastrointestinal
CAROTID STENOSIS\CAROTID ANGIOGRAM\INTERVENTION,cardiovascular
"SHORT GUT SYNDROME\ SHARP RECANELIZATION,  SVG OCCLUSION, UPPER CHEST/SDA",gastrointestinal
HYPOTENSION; SEPSIS VERSUS GI BLEED,infectious
TOXIC SHOCK,infectious
MITRAL STENOSIS\MITRAL VALVE REPLACEMENT REDO; ? TVR   /SDA,cardiovascular
CORONARY ARTERY DISEASE;VENTRICULAR TACHYCARDIA\LEFT HEART CATH,cardiovascular
CAROTID STENOSI/SDA,cardiovascular
HEP C CIRRHOSIS,hepatobiliary
PERINEAL ABSCESS,infectious
ALTEREDMENTAL STATUS,neurological
PNEMOTHORAX,respiratory
BILE LEAK S/P LIVING DONOR HEPATECTOMY/SDA,postoperative_surgical
MALIGNANT NEOPLASM HARD PALATE/SDA,oncology
DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST**,cardiovascular
"ADENOCARCINOMA, SIGMOID COLON/SDA",oncology
MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE\CORONARY STENT PLACEMENT,cardiovascular
RECURRENT ATRIAL TACHYCARDIA\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,cardiovascular
ACUTE RENAL FAILURE;GASTROINTESTINAL BLEED,renal
BILATERAL CEREBELLAR STROKE,neurological
R/O BOWL ISCHEMIA,gastrointestinal
AV BLOCK; CARDIAC CATH,cardiovascular
FACIAL FRACTURE/PELVIC FRACTURE,trauma_injury
HYPERTENSION/HEADACHE,cardiovascular
PULMONARY EMBOLIS; SEPSIS,cardiovascular
URETERAL STONE,genitourinary
STERNAL WOUND INFECTION/SDA,postoperative_surgical
CHRONIC INTERSISTIAL CYSTISTIS/SDA,genitourinary
SHORTNESS OF BREATH;NAUSEA W\VOMITING,symptoms_unspecified
GI BLEED; GASTRIC MASS,gastrointestinal
RIGHT UPPER QUADRANT PAIN;OLD AORTIC DISSECTION,cardiovascular
SEPTIC SHOCK & PNEUMONIA,infectious
"DYSPNEA,DECREASED O2",respiratory
"PNA,LOW HCT, HYPOGLYCEMIA",infectious
GI BLEED/MASS TO HEPATIC FLEXURE,gastrointestinal
INTRACRANIAL,neurological
3-VESSEL CORONARY ARTERY DISEASE,cardiovascular
NEW ONSET ANGINA;POSSIBLE AORTIC STENOSIS\CARDIAC CATHETERIZATION,cardiovascular
SUBARCHANOID HEMORRHAGE,neurological
"STROKE;RHABDO,URINARY TRACT INFECTION",neurological
CORONARY ARTERY DISEASE\ CORONARY ARTERY BYPASS GRAFT W/AVR; ASCENDING AORTA REPAIR/SDA,cardiovascular
VERTEBRAL ARTERY ANEURYSM/SDA,neurological
BREAST CANCER;HYPOXIA,oncology
AORTIC VALVE INSIFFICIENCY\AORTIC AND MITRAL VALVE REPLACEMENT /SDA,cardiovascular
CHEST PAIN;RULE OUT CORONARY ARTERY DISEASE\CATH,cardiovascular
CHEST PAIN;HEART FAILURE,cardiovascular
INTRACRANIAL CONTUSION;TELEMETRY,neurological
NEUTROPENIA;DIARRHEA,hematologic
AORTIC ANEURYSM\CARDIAC CATH,cardiovascular
HEAD MASS;UTI,neurological
SEPTIC SHOCK;URINARY TRACT INFECTION,infectious
FISTULA INFECTION,infectious
"LEFT HIP PAIN, PATIENT UNABLE TO WALK",musculoskeletal
"ABDOMINAL PAIN, HYPERKALEMIA",endocrine_metabolic
CORONARY ARTERY DISEASE;DYSPNEA;COPD,cardiovascular
OPEN WOUND CHEST/SDA,trauma_injury
RENAL FAILURE;PNEUMONIA;RESPIRATORY FAILURE,renal
FOOT INFECTION;HYPERGLYCEMIA,endocrine_metabolic
STERNAL WOUND DEHISCENCE,postoperative_surgical
RULE OUT MYCARDIAL INFARCTION,cardiovascular
CHEST PAIN;CARDIOMYOPATHY; RULE OUT MYOCARDIAL INFARCTION\CARDIAC CATH,cardiovascular
DIVERTICULITIS/UNSTABLE ANGINA,gastrointestinal
AORTIC STENOSIS\ BENTAL PROCEDURE ; ASCENDING AORTIC REPLACEMENT MINIMMALLY INVASIVE AVR/SDA,cardiovascular
LEFT PARIETAL LOBE LESION/SDA,neurological
UTERINE TUMOR/BILATERAL HYDRONEPHROSIS,genitourinary
EXERTIONAL ANGINA\CARDIAC CATHETERIZATION,cardiovascular
CHANGE IN MENTAL STATUS;GASTROINTESTINAL BLEED;TELEMETRY,gastrointestinal
S/P GUNSHOT WOUND TO ABD;PARALYSIS,trauma_injury
SEPSIS/ AFIB,infectious
CAD;CHF,cardiovascular
HIP/WRIST FRACTURE;HEAD LACERATION,trauma_injury
ILIAC DISEASE BILATERAL,cardiovascular
STRUCK BY A CAR,trauma_injury
POUCHITIS,gastrointestinal
LLE DVT,hematologic
PNEUMONIA/ANEMIA,respiratory
RIGHT FRONTAL CAVENOMA/SDA,neurological
DISLODGED TRACH,respiratory
NEW CHF,cardiovascular
MCC WITH LEFT. LOWER EXTREMITY INJURY,trauma_injury
ACUTE MYOCARDIAL INFARCTION; GI BLEED\CATH,cardiovascular
ANOMALOUS PULMONARY VEIN;TOTAL ANOMALOUS PULMONARY VEIN REPAIR,cardiovascular
"S/P CHOCKING,PERFORATED BOWEL",gastrointestinal
ETOH-UNRESPONSIVE,toxicology_poisoning
AORTIC ANEURYSM\ BENTAL PROCEDURE VS VALVE SPARING AORTIC ROOT REPLACEMENT/SDA,cardiovascular
METASTATIC BREAST CANCER/SDA,oncology
GI BLEED;CECUM MASS,gastrointestinal
INTUSSUCEPTION,gastrointestinal
BLADDER CANCER; PROSTATE CANCER/SDA,genitourinary
CONGESTIVE HEART FAILURE/S/P MI AT RISK/DYSPNEA\BIVENTRICULAR INTRACARDIAC DEVICE IMPLANT,cardiovascular
ASPERGILLOSIS\BRONCHOSCOPY RIGID; FLEXIBLE,infectious
"CHF,ACUTE CORONARY SYNDROME",cardiovascular
COLD DISTAL FOOT,other
RIGHT FRONTAL LOBE TUMOR;LOW PLATELETS,oncology
HARDARE FAILURE/SDA,renal
VOCAL CORD DISFUNCTION,respiratory
OOZING BELOW KNEE AMPUTATION,trauma_injury
OSTEOMYLITIS LEFT KNEE/SDA,musculoskeletal
"CORONARY ARTERY DISEASE;AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT, RE-DO/SDA",cardiovascular
"PULMONARY EDEMA, MI",cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR;  MITRAL VALVE REPLACEMENT /SDA,cardiovascular
AORTIC STENOSIS\AORTIC AND MITRAL VALVE REPLACEMENT  ? CORONARY ARTERY BYPASS GRAFT /SDA,cardiovascular
HYPONATREMIA;RENAL INSUFFICIENCY,renal
INTERIOR MYOCARDIAL INFARCTION;CATH,cardiovascular
L MCA ANEURYSM,neurological
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT; ? MAZE/SDA,cardiovascular
RIB; FX/ ETOH,trauma_injury
PVD\RIGHT LEG ANGIO,cardiovascular
SPLEEN;LACERATION;TELEMETRY,trauma_injury
RIGHT ILIAC ARTERY ANEURYSM,cardiovascular
FEVER;ALTERED MENTAL STATUS,infectious
"CONGESTIVE HEART FAILURE,CORONARY ARTERY DISEASE",cardiovascular
? PULMONARY EMBOLUS WITH DESATURATION,respiratory
TIB;FIB;FEMUR FRACTURE,trauma_injury
"ACUTE RENAL FAILURE,RESPIRATORY DISTRESS",renal
"MVR\AORTIC VALVE REPLACEMENT, RE-DO/SDA",cardiovascular
PNEUMONIA; HEART FAILURE,respiratory
MYOCARDIAL INFARCTION/PNEUMONIA,cardiovascular
AORTIC ANEURYSM\ AORTIC VALVE REPLACEMENT; RESECTION ANEURYSM THORACIC; (ASCENDING AORTA) VIS; AORTIC VALVE REPLACEMENT WITH HOMOGRAFT/SDA,cardiovascular
HYPERTENSIVE ICH,neurological
RIGHT PERIATAL TUMOR/SDA,oncology
UTI/ PYELONEPHRITIS,genitourinary
NON Q WAVE MI;HYPOTENSION\CATH,cardiovascular
ABDOMINAL PAIN/ETOH INTOXICATION,gastrointestinal
ANEMIA;ANTERIOR MEDIASTINAL MASS,hematologic
PROLONGED PREMATURE RUPT OF MEMB,pregnancy_obstetric
CORONARY ARTERY DISEASE\MITRAL VALVE REPLACEMENT; RE-DO STERNOTOMY,cardiovascular
CLAUDICATION\LEFT LOWER EXTREMITY ANGIOGRAM WITH RUN-OFFS,cardiovascular
NON-ST ELEVATED MYOCARDIAL INFARCTION,cardiovascular
RIGHT ICA STENOSIS/SDA,neurological
IRREGULAR HEART RHYTHM,cardiovascular
CONGESTIVE HEART FAILURE;CARDIOMYOPATHY,cardiovascular
DIABETIC KETOACIDOSIS;UPPER GASTROINTESTINAL BLEED,endocrine_metabolic
INFECTED AICD,cardiovascular
LEFT CAROTID BODY TUMOR/SDA,oncology
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; RE-DO STERNOTOMY/SDA,cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR; ? left ventricular aneurysm repair,cardiovascular
BRADYCADIA,cardiovascular
SEIZURE;SUBDURAL HEMORRHAGE,neurological
TACHYCARDIA;ABDOMINAL PAIN,cardiovascular
TONSILLAR HYPERTROPHY W/ SLEEP APNEA/SDA,respiratory
? UPPER GASTROINTESTINAL BLEED-NAUSEA-VOMITING,gastrointestinal
SUBDURAL HEMATOMA;GASTROINTESTINAL BLEED,neurological
"SPLENIC LACERATION,HIP FRACTURE",trauma_injury
INTRACRANIAL LESION,neurological
3RD. DEGREE AV BLOCK,cardiovascular
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT  BENTAL PROCEDURE vs ASCENDING AORTA REPLACEMENT/SDA,cardiovascular
ODONTOID FRACTURE,trauma_injury
CHEST PAIN;SYNCOPE,cardiovascular
ANEMIA;HYPONATREMIA;CELLULITIS,hematologic
CORONARY ARTERY DISEASE; APRTIC STENOSIS\LEFT AND RIGHT HEART CATHETERIZATION,cardiovascular
CLAUDICATION LEFT,cardiovascular
DELTA MENTAL STATUS CHANGES,neurological
PNEUMONIA/R/O FLU,infectious
LUNG LESION\ RADIO FREQUENCY TUMOR ABLATION LEFT LUNG,oncology
R/O MI-CONGESTIVE HEART FAILURE,cardiovascular
"LEUKOCYTOSIS,BANDEMIA",hematologic
CARCINO SARCOMA RIGHT THIGH/SDA,oncology
BILATERAL ISCHEMIC ULCERATION,cardiovascular
RENAL HEPATIC FAILURE,renal
INTRACRANIAL HEMORRHAGE;ANEURYSM,neurological
DEHYDRATION;HYPERNATREMIA;URINARY TRACT INFECTION,infectious
SUBDURAL HEMATOMA;GI BLEED,neurological
T10 SPINAL MASS,oncology
DECOMPENSATED CONGESTIVE HEART FAILURE,cardiovascular
S/P AORTIC DISSECTION,cardiovascular
SAH;PEDISTRIAN STRUCK,neurological
ENDOCARDITIS/SEPSIS,infectious
BRADY ARRYTHMIA,cardiovascular
SUBARACHNOID HEMATOMA;SUBDURAL HEMORRHAGE,neurological
BRAIN MASS;CEREBRAL VASCULAR ACCIDENT,neurological
"ARTIFICAL VALVE, ATRIAL FIBRULATION, ANTICOAGULATION",cardiovascular
MITRAL INSUFFICIENCY\MITRAL VALVE REPLACEMENT; ? REPAIR; HEART PORT MINIMALLY INVASIVE; PERCUTANEOUS FEMORAL CANNULATION/SDA,cardiovascular
CORONARY ARTERY DISEASE\PERCUTANEOUS CORONARY INTERVENTION OF DIAGNAL BRANCH;CATH,cardiovascular
"CONGESTIVE HEART FAILURE,COPD FLARE",cardiovascular
METHEMOGLOBINEMIA,hematologic
SUBARACHNOID HEMORRHAGE;STROKE;TELEMETRY,neurological
DISSECTING AAA,cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT; ?MVR/SDA,cardiovascular
MYOCARDIAL INFARCTION',cardiovascular
CONGETIVE HEART FAILURE,cardiovascular
ALTERED ENTAL STATUS,symptoms_unspecified
SPONDYLOLOTHIASIS/SDA,musculoskeletal
S/P HEAD TRAUMA,trauma_injury
RCC WITH METS TO CEREBELLUM,oncology
"ELEVATED WBC,ACUTE RENAL FAILURE",renal
PANCREATIC PSEDUDAL,gastrointestinal
"DKA, GI BLEED",endocrine_metabolic
FLUID OVERLOAD;RENAL FAILURE;TELEMETRY,renal
CIRRHOSIS;ESOPHAGEAL VARICES,hepatobiliary
ALTERED MENTAL STATUS;ACUTE RENAL FAILURE;URINARY TRACT INFECTION,renal
S/P FALL;INTRACRANIAL HEMORRHAGE,trauma_injury
ST ELLEVATION MYOCARDIAL INFARCTION,cardiovascular
CORONARY ARTERY DISEASE;ANGINA\CARDIAC CATH,cardiovascular
THORACID ANEURYSM WITHOUT MENTION OF RUPTURE\RESECTION ANEURYSM THORACIC /SDA,cardiovascular
ANGINA;RULE OUT CORONARY ARTERY DISEASE\RIGHT AND LEFT CARDIAC CATHETERIZATION,cardiovascular
"CORONARY ARTERY DISEASE;PULMONARY EDEMA,NON-ST-ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATHETERIZATION",cardiovascular
BOWEL OBSRUCTION,gastrointestinal
INFECTED PSEUDOCYST,infectious
STERNAL DEHISSENCE,postoperative_surgical
"STERNAL FX RIB FX PTX, HIP FIX",trauma_injury
INTOXICATION/ETOH/BENZO,toxicology_poisoning
CIRRHOSIS;SEPSIS,infectious
T12 AND C1 FRACTURES,trauma_injury
PELVIC FRACTURE-S/P PEDESTRIAN STRUCK,trauma_injury
CONSTIPATION-ABDOMINAL MASS,gastrointestinal
LOWER EXTREMITY EDEMA;ACUTE RENAL FAILURE,renal
PNEUMONIA-CONGESTIVE HEART FAILURE,respiratory
MITRAL REGURGITATION\MITRAL VALVE REPAIR VS REPLACEMENT /SDA,cardiovascular
CHRONIC OBST PULM DISEASE;DEHYDRATION,respiratory
CEREBROVASCULAR ACCIDENT-RT HEMIPARESIS,neurological
CORONARY ARTERY DISEASE\LEFT ANTERIOR DESCENDING ANGIOPLASTY,cardiovascular
DEHYDRATION/CELLULITIS,infectious
ABDOMINAL AORTIC ANEURYSM THROMBOSIS,cardiovascular
S/P KIDNEY TRANSPLANT-ELEVATED CREATININE,renal
HEPATOPULMONARY SYNDROME,respiratory
MYOCARDIAL INFARCTION;LEFT HIP FRACTURE,cardiovascular
CELEXA OVERDOSE,toxicology_poisoning
NEW ONSET SEIZURES;BRAIN METS,neurological
"CHOLELITHIASIS, CHOLECYSTITIS/SDA",gastrointestinal
"PNEUMONIA,FEVER",infectious
CONGESTIVE HEART FAILURE;CHEST PAIN\CATH,cardiovascular
RECURRENT VENTRICULAR TACHYCARDIA;STATUS POST IMPLANTABLE CARDIOVERTER DEFIBRILLATOR FIRING\VENTRICULAR TACHYCARDIA ABLATION,cardiovascular
TRACH PLACEMENT,respiratory
"ANEMIA,PEPTIC ULCER DISEASE",gastrointestinal
SEIZURE DISORDER;PNEUMONIA;URINARY TRACT INFECTION,neurological
FEVER;BACK PAIN;SEPTICEMIA,infectious
PULMONARY HTN,respiratory
EPIDURAL MASS,neurological
AORTIC DISSESTION,cardiovascular
SPINA BIFIDA;LEG ULCERS,neurological
CHF/GIB/RLL PNEUMONIA,cardiovascular
RIGID BRONCHOSCOPY\RIGID BRONCHOSCOPY,respiratory
"FEVER, MENTAL STATUS CHANGE",infectious
"NON ST ELEVATION MI, CATH",cardiovascular
RENAL CELL METASTASES/SDA,oncology
POSSIBLE CROHN'S FLARE,gastrointestinal
"RIGHT SIDED FACAIL WEAKNESS, DYSPHAGIA, DIPLOPIA",neurological
AORTIC VALVE INSUFFICIENCY\BENTAL PROCEDURE W/ HEMIARCH REPLACEMENT/MAZE/SDA,cardiovascular
CONGESTIVE HEART FAILURE;NON Q WAVE MYOCARDIAL INFARCTION,cardiovascular
S/P KIDNEY/PANCREAS TX-LEFT LEG CELLULITIS,infectious
ETOH WITHDRAWAL/ PANCREATITIS,gastrointestinal
CORONARY ARTERY DISEASE;CONGESTIVE HEART FAILURE;CHEST PAIN,cardiovascular
UPPER GASTROINTENSTINAL BLEED;HIP FRACTURE;ETOH WITHDRAWAL,gastrointestinal
ACUTE RENAL FAILURE-PELVIC MASS,renal
ABDOMINAL BLEED,other
BULLOUS LUNG DISEASE,respiratory
RIGHT UPPER EXTREMITY HEMATOMA,trauma_injury
ENDOMETRIAL HYPERPLASIA/SDA,pregnancy_obstetric
MOTOR CYCLE ACCIDENT,trauma_injury
ESOPHEGEAL CA WITH BRAIN METS,oncology
AORTIC STENOSIS\AVR; CORONARY ARTERY BYPASS GRAFT/SDA,cardiovascular
"LUNG CANCER,HYPERKALEMIA",oncology
"RT TIBIA,FIBULA FRACTURES",trauma_injury
AORTIC INSUFFICENCY\AORTIC VALVE REPLACEMENT W/? CORONARY ARTERY BYPASS GRAFT,cardiovascular
LOWER GI BLEED\RIGHT LOWER EXTREMITY ANGIOGRAM,gastrointestinal
ESOPHOGEAL CA,oncology
RIGHT FRONTAL PARENCHYMAL HEMORRHAGE,neurological
CERVICAL MASS,oncology
AMPULLARY ADENOMA RESECTION;RESPIRATORY DISTRESS,postoperative_surgical
RESPIRATORY FAILURE;CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE,cardiovascular
AORTIC ANEURYSM\REDO STERNOTOMY X3 ; ANEURYSM REPAIR,cardiovascular
LYMPHOMA\CHEMOTHERAPY,hematologic
ATRIAL FIBRILLATION WITH RAPID VENTRICULAR RATE,cardiovascular
AV FISTUALA/SDA,renal
CONSTIPATION/SDA,gastrointestinal
NON S-T ELEVATION MYOCARDIAL INFARCTION,cardiovascular
CONGESTIVE HEART FAILURE;S/P RENAL TRANSPLANT;HYPERKALEMIA,cardiovascular
TRACH COMPLICATION,respiratory
POLY SUBSTANCE OVERDOSE,toxicology_poisoning
POSTERIOR FOSSA HEMORRHAGE,neurological
MITRAL INSUFFICIENCY\MITRAL VALVE REPAIR; ? EPLACEMENT; MINIMALLY INVASIVE; ? STERNOTOMY,cardiovascular
MITRAL VALVE INSUFFICIENCY\MITRAL VALVE REPLACEMENT W/MAZE; ? CORONARY ARTERY BYPASS GRAFT; RESECTION LEFT ATRIAL APPENDAGE,cardiovascular
FEMUR FX; SUBDURAL HEMATOMA,trauma_injury
CERVICAL STENOSIS WITH MYELOPATHY,musculoskeletal
TRAUMATIC SAH,neurological
"CAD, CATH",cardiovascular
CORONARY ARTERY DISEASE;STATUS POST MYOCARDIAL INFARCTION,cardiovascular
OPEN WOUND RIGHT LEG,trauma_injury
SEIZURE;SUBARACHNOID HEMORRHAGE,neurological
LYMPHASTITHELIAL CARCINOMA/SDA,oncology
SMOKE INHALATION INJURY,respiratory
RECURRENT CERVICAL CANCER;PAIN,oncology
CHRONIC OBST PULM DISEASE;RESPIRATORY DISTRESS,respiratory
RENAL FAILURE;V FIB ARREST,renal
AORTIC DESSCTION,cardiovascular
STAPH BACTERMIA,infectious
LEFT KNEE FAILED TOTAL KNEE REPLACEMENT/SDA,musculoskeletal
HYPOGLYCEMIA/HYPOTHERMIA/?BACTEREMIA,endocrine_metabolic
"MITRAL VASLVE INSUFFICIENCY\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",cardiovascular
CAD/AS\CORONARY ARTERY BYPASS GRAFT; WITH AVR/SDA,cardiovascular
DIABETES MELLITUS;UNSTABLE ANGINA;MYOCARDIAL INFARCTION,cardiovascular
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; RE-DO STERNOTOMY; ?? CABG/SDA,cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ? OFF PUMP CORONARY ARTERY BYPASS /SDA,cardiovascular
STATUS POST PULSELESS ELECTRICAL ACTIVITY ARREST,cardiovascular
MR\MITRAL VALVE REPLACEMENT; MAZE PROCEDURE/SDA,cardiovascular
S/P MOTOR VEHICLE ACCIDENT;FEMUR FX,trauma_injury
LIVING LIVER DONOR/SDA,postoperative_surgical
CIRRHOSIS OF LIVER;RENAL FAILURE,hepatobiliary
"PNEUMONIA,MULTIFOCAL",infectious
ACUTE RENAL FAILURE;ACUTE PYELONEPHRITIS,renal
INTRACRANIAL HEMORRHAGE;AFIB;ELEVATED INR,neurological
RULE-OUT MYOCARDIAL INFARCTION;VOMITING;RAPID AFIB,cardiovascular
"DIG TOXICITY,ARF,HPERKALEMIA",toxicology_poisoning
AORTIC DISSECT,cardiovascular
AFIB/CHF,cardiovascular
URINARY TRACT INFECTION; CHF,cardiovascular
ANEMIA/UPPER GI BLEED,gastrointestinal
LEFT SIDED CVA,neurological
MUCUS PLUGGING,respiratory
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR AND TVR/SDA,cardiovascular
HIGH-ANION GAP HYPERGLYCEMIA,endocrine_metabolic
DYSPNEA;CELLULITIS,respiratory
LEFT EFFUSION;PNEUMONIA,respiratory
INTAMURAL AORTA THROMBUS,cardiovascular
URINARY TRACT INFECTION;HIATAL HERNIA,genitourinary
DM;MR;PULMONARY EDEMA,endocrine_metabolic
CORONARY ARTERY DISEASE\MINIMALLY INVASIVE ENDOSCOPIC CABG/SDA,cardiovascular
AORTIC ANEURYSM;TRACEAL BICUSPID AOTRIC VALVE\CARDIAC CATH/SDA,cardiovascular
VENTRICULAR TACHYCARDIA; SYNCOPE\VENTRICULAR TACHYCARDIA ABLATION ? TANDEM HEART,cardiovascular
MITRAL STENOSIS\MITRAL VALVE REPLACEMENT VS REPAIR/SDA,cardiovascular
ACUTE RENAL FAILURE;ANEMIA,renal
AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT WITH AVR REDO /SDA,cardiovascular
CONGESTIVE HEART FAILURE;TELEMETRY\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) W/ DIRECT AORTIC APPROACH,cardiovascular
CORONARY ARTERY DISEASE;MR\MITRAL VALVE REPLACEMENT; ; REDO;REPAIR ATRIAL-SEPTAL DEFECT; ?AVR/SDA,cardiovascular
AORTIC STENOSIS & AAA\AORTIC VALVE REPLACEMENT / ASCENDING AORTA REPLACEMENT /SDA,cardiovascular
GLASS INGESTION;GI SCOPE,gastrointestinal
CHEST PAIN;TELEMETRY;HYPOXIA,cardiovascular
CONGESTIVE HEART FAILURE;TELEMETERY,cardiovascular
HYPOGLYCEMMIA,endocrine_metabolic
RIGHT LOWER LOBE CAVITARY NODULE;MULTIPLE SMALL PULMONARY EMBOLISM,respiratory
INTRACRANIAL HEMORRHAGE;SEIZURE;TACHYCARDIA,neurological
C3-4 DISC HERNIATION,musculoskeletal
RENAL FAILURE;ANGINA\CATH,renal
"PELVIC FRACTURE,MULTIPLE TRAUMA",trauma_injury
BILIARY COLIC; CHRONIC PANCREATITIS,hepatobiliary
CHOLEDOCHOLITHIASIS ; SUBQ EMPHYSEMA,hepatobiliary
PNEUMONIA;FLUID OVERLOAD,respiratory
CONGESTIVE HEART FAILURE/SDA,cardiovascular
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE,SYNCOPE",respiratory
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT;CORONARY ARTERY BYPASS GRAFT; ?MVR/SDA,cardiovascular
"HYPOTENSION,DIARRHEA",other
CHOLECYSTITIS; GALLSTONES/SDA,hepatobiliary
"TYLENOL,OVERDOSE;LIVER FAILURE",toxicology_poisoning
PNEUMONIA;BACK PAIN,respiratory
S/P ERCP W/ SPHINCTOROTOMY,postoperative_surgical
HYPOTENSION FEVER,other
S/P ASSAULT-SUBARACHNOID HEMORRHAGE,trauma_injury
ANEMIA;RETROPERITONEAL BLEED,hematologic
AR\AORTIC VALVE REPLACEMENT /SDA,cardiovascular
S/P MCC;PNEUMOTHORAX;OPEN TIBIA FIBULA FRACTURE,trauma_injury
SUPRAVENTRICULAR TACHYCARDIA\VT ABLATION,cardiovascular
DIABETIC KETOACIDOSIS;HYPOTENTION,endocrine_metabolic
S/P SHUNT,postoperative_surgical
SOB;CORONARY ARTERY DISEASE,cardiovascular
"URINARY TRACT INFECTION,HEEL HEMATOMA",genitourinary
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; STENT PLACEMENT,cardiovascular
RESPIRATORY FAILURE;HEADACHE,respiratory
CARDIAC CATH;ST ELEVATED MYOCARDIAL INFARCTION,cardiovascular
